time,x,y,yaw
0,500.443,1076.268,-0.69600239921647
0.5,500.444534822788,1076.26671768997,-0.69600239921647
1,500.446069645577,1076.26543537994,-0.69600239921647
1.5,500.469604468365,1076.24615306992,-0.69600239921647
2,500.321139291153,1076.33287075989,-0.69600239921647
2.5,500.149674113942,1076.43858844986,-0.69600239921647
3,500.15120893673,1076.43730613983,-0.69600239921647
3.5,500.152743759518,1076.4360238298,-0.69600239921647
4,500.154278582307,1076.43474151977,-0.69600239921647
4.5,500.155813405095,1076.43345920975,-0.69600239921647
5,500.157348227883,1076.43217689972,-0.69600239921647
5.5,500.158883050672,1076.43089458969,-0.69600239921647
6,500.16041787346,1076.42961227966,-0.69600239921647
6.5,500.161952696248,1076.42832996963,-0.69600239921647
7,500.181487519037,1076.44904765961,-0.69600239921647
7.5,500.202022341825,1076.46976534958,-0.69600239921647
8,500.159557164613,1076.50548303955,-0.69600239921647
8.5,500.337091987402,1076.35720072952,-0.69600239921647
9,500.51562681019,1076.20791841949,-0.69600239921647
9.5,500.528161632978,1076.19763610946,-0.69600239921647
10,500.540696455767,1076.18735379944,-0.69600239921647
10.5,500.542231278555,1076.18607148941,-0.69600239921647
11,500.543766101343,1076.18478917938,-0.69600239921647
11.5,500.545300924132,1076.18350686935,-0.69600239921647
12,500.54683574692,1076.18222455932,-0.69600239921647
