time,x,y,yaw
0,493.406,1061.747,-2.26323825382677
0.5,493.404723162782,1061.74546062132,-2.26323825382677
1,493.403446325564,1061.74392124264,-2.26323825382677
1.5,493.402169488346,1061.74238186396,-2.26323825382677
2,493.400892651128,1061.74084248528,-2.26323825382677
2.5,493.39961581391,1061.7393031066,-2.26323825382677
3,493.398338976692,1061.73776372792,-2.26323825382677
3.5,493.385062139474,1061.74622434924,-2.26323825382677
4,493.371785302256,1061.75368497056,-2.26323825382677
4.5,493.366508465038,1061.79614559189,-2.26323825382677
