time,x,y,yaw
0,439.103,1133.075,-0.355820273443702
0.5,439.745868570784,1132.82828694795,-0.364546919703673
1,440.387724554321,1132.5815413379,-0.373273565963645
1.5,441.031507068275,1132.33561836212,-0.408180151003532
2,441.666227460739,1132.06757015871,-0.443086736043418
2.5,442.201397430859,1131.79257016069,-0.573986429942992
3,442.685274530842,1131.41938533798,-0.687432831322622
3.5,443.170257762639,1131.00247223501,-0.748519355142423
4,443.613627688772,1130.5410092378,-0.757246001402394
4.5,444.053953725596,1130.06254234625,-0.84451246400211
5,444.46356771219,1129.64144427074,-0.67870618506265
5.5,444.943935702623,1129.32625988338,-0.617619661242849
6,445.553320682075,1128.8327623301,-0.635072953762792
