time,x,y,yaw
0,514.927,1072.769,-0.747419798863773
0.5,514.990466890393,1072.71064050282,-0.747419798863773
1,515.052933780786,1072.65228100565,-0.747419798863773
1.5,515.054400671179,1072.65092150847,-0.747419798863773
2,515.055867561572,1072.64956201129,-0.747419798863773
2.5,515.057334451964,1072.64820251411,-0.747419798863773
3,515.058801342357,1072.64684301694,-0.747419798863773
3.5,515.06026823275,1072.64548351976,-0.747419798863773
4,515.061735123143,1072.64412402258,-0.747419798863773
4.5,515.063202013536,1072.6427645254,-0.747419798863773
5,515.064668903929,1072.64140502823,-0.747419798863773
5.5,514.909135794322,1072.75304553105,-0.747419798863773
6,514.910602684715,1072.75168603387,-0.747419798863773
6.5,514.912069575107,1072.75032653669,-0.747419798863773
7,514.9135364655,1072.74896703952,-0.747419798863773
7.5,514.915003355893,1072.74760754234,-0.747419798863773
8,514.916470246286,1072.74624804516,-0.747419798863773
8.5,514.917937136679,1072.74488854798,-0.747419798863773
9,514.919404027072,1072.74352905081,-0.747419798863773
9.5,514.903870917465,1072.75816955363,-0.747419798863773
10,514.905337807858,1072.75681005645,-0.747419798863773
10.5,514.90680469825,1072.75545055928,-0.747419798863773
11,514.908271588643,1072.7540910621,-0.747419798863773
11.5,514.909738479036,1072.75273156492,-0.747419798863773
12,514.911205369429,1072.75137206774,-0.747419798863773
12.5,514.941672259822,1072.72301257057,-0.747419798863773
13,514.972139150215,1072.69465307339,-0.747419798863773
13.5,515.002606040608,1072.66629357621,-0.747419798863773
14,515.028072931001,1072.64293407903,-0.747419798863773
14.5,515.052539821394,1072.62057458186,-0.747419798863773
15,515.078006711786,1072.59721508468,-0.747419798863773
15.5,515.079473602179,1072.5958555875,-0.747419798863773
16,515.096940492572,1072.61149609032,-0.747419798863773
