time,x,y,yaw
0,460.603,1115.655,-0.634619169197919
0.5,461.216610595077,1115.22581425825,-0.634619169197919
1,461.831221190153,1114.7956285165,-0.634619169197919
1.5,462.45360560957,1114.37915443626,-0.69570569301772
2,463.048816337507,1113.9255072577,-0.756792216837521
2.5,463.576149487599,1113.40700823148,-0.774245509357464
3,464.104431650614,1112.88946142471,-0.791698801877407
3.5,464.635178590637,1112.31938770097,-0.756792216837521
4,465.185008976586,1111.76842718196,-0.721885631797635
4.5,465.753916977954,1111.23758432111,-0.686979046757748
5,466.432682321554,1110.72658771614,-0.669525754237805
5.5,467.111486213012,1110.21564963092,-0.652072461717862
6,467.72792940171,1109.7826276798,-0.590985937898061
6.5,468.369434305808,1109.38785838964,-0.529899414078261
7,469.004475409384,1108.97873876957,-0.576441527464775
7.5,469.620364237091,1108.53949617325,-0.62298364085129
8,470.214091714486,1108.07214034582,-0.669525754237805
8.5,470.774474793912,1107.65866727192,-0.678252400497777
9,471.335833955908,1107.24516864221,-0.686979046757748
9.5,471.920380286791,1106.81190023344,-0.686979046757748
10,472.504926617675,1106.37863182468,-0.686979046757748
10.5,473.111764556406,1105.84652250091,-0.713158985537663
11,473.705512222718,1105.29835281845,-0.739338924317578
11.5,474.29125923384,1104.74330301486,-0.730612278057606
12,474.877026929757,1104.18728154587,-0.721885631797635
12.5,475.445528051831,1103.64595994362,-0.721885631797635
13,476.013029173904,1103.10563834136,-0.721885631797635
13.5,476.585901364245,1102.56961482264,-0.739338924317578
14,477.158714362547,1102.03355080388,-0.756792216837521
14.5,477.750196425277,1101.50229510569,-0.730612278057606
15,478.355718757543,1100.98514391671,-0.704432339277691
15.5,478.972242716128,1100.46484871393,-0.704432339277691
16,479.588766674713,1099.94355351116,-0.704432339277691
16.5,480.205290633297,1099.41725830838,-0.704432339277691
17,480.821814591882,1098.8909631056,-0.704432339277691
17.5,481.395892953183,1098.34493850485,-0.756792216837521
18,481.940688086477,1097.76989343552,-0.80915209439735
18.5,482.442206444809,1097.15419892338,-0.896418556997066
