time,x,y,yaw
0,463.249,1137.081,2.64925272498087
0.5,462.681213398403,1137.40589891865,2.67543266376079
1,462.10538095936,1137.71670368566,2.7016126025407
1.5,461.635038046366,1138.02437327973,2.54453296986121
2,461.218169111279,1138.40147729283,2.38745333718172
2.5,460.74133584637,1138.86645580689,2.30018687458201
3,460.306813226249,1139.37060990547,2.21292041198229
3.5,459.957311582918,1139.77910616517,2.33509345962189
4,459.459427844093,1140.21289650928,2.47471979978144
4.5,458.905444476011,1140.57305680261,2.61434613994099
5,458.427543091326,1140.90275993543,2.63179943246093
5.5,457.950612957311,1141.23239916226,2.64925272498087
6,457.425850498885,1141.51534454065,2.64925272498087
6.5,456.913088040459,1141.79228991904,2.64925272498087
7,456.547325582032,1141.99023529743,2.64925272498087
7.5,456.181563123606,1142.18818067581,2.64925272498087
8,455.81580066518,1142.3861260542,2.64925272498087
8.5,455.433038206753,1142.59407143259,2.64925272498087
9,454.933275748327,1142.86401681098,2.64925272498087
9.5,454.582409357409,1143.0557670687,2.65507048915419
10,454.232533222985,1143.24749615442,2.6608882533275
10.5,453.881647528413,1143.43920398048,2.66670601750082
