time,x,y,yaw
0,511.811,1110.896,1.0193420963234
0.5,511.812047852886,1110.89770352703,1.0193420963234
1,511.813095705772,1110.89940705405,1.0193420963234
1.5,511.814143558658,1110.90111058108,1.0193420963234
2,511.815191411544,1110.90281410811,1.0193420963234
2.5,511.805239264429,1110.91051763513,1.0193420963234
3,511.796287117315,1110.91822116216,1.0193420963234
3.5,511.756438752132,1110.94586022625,1.01061545006343
4,511.715619391511,1110.97347984013,1.00188880380346
4.5,511.71469681545,1110.98616482015,1.00188880380346
5,511.712774239389,1110.99984980016,1.00188880380346
5.5,511.711851663328,1111.01253478018,1.00188880380346
6,511.714929087266,1111.0032197602,1.00188880380346
6.5,511.719006511205,1110.99290474021,1.00188880380346
7,511.722083935144,1110.98358972023,1.00188880380346
7.5,511.733161359083,1110.97827470025,1.00188880380346
8,511.745238783022,1110.97395968026,1.00188880380346
8.5,511.756316206961,1110.96864466028,1.00188880380346
9,511.7673936309,1110.9643296403,1.00188880380346
9.5,511.789471054838,1110.95301462031,1.00188880380346
10,511.810548478777,1110.94069960033,1.00188880380346
