time,x,y,yaw
0,527.656,1061.563,-0.712513213823887
0.5,527.65751344257,1061.56169252473,-0.712513213823887
1,527.65902688514,1061.56038504946,-0.712513213823887
1.5,527.66054032771,1061.55907757418,-0.712513213823887
2,527.662053770281,1061.55777009891,-0.712513213823887
2.5,527.663567212851,1061.55646262364,-0.712513213823887
3,527.665080655421,1061.55515514837,-0.712513213823887
3.5,527.666594097991,1061.5538476731,-0.712513213823887
4,527.668107540561,1061.55254019782,-0.712513213823887
4.5,527.669620983131,1061.55123272255,-0.712513213823887
5,527.671134425701,1061.54992524728,-0.712513213823887
5.5,527.672647868271,1061.54861777201,-0.712513213823887
6,527.649161310842,1061.56931029674,-0.712513213823887
6.5,527.625674753412,1061.58900282146,-0.712513213823887
7,527.640188195982,1061.57669534619,-0.712513213823887
7.5,527.653701638552,1061.56538787092,-0.712513213823887
8,527.668215081122,1061.55308039565,-0.712513213823887
8.5,527.681728523692,1061.54077292038,-0.712513213823887
9,527.683241966263,1061.5394654451,-0.712513213823887
9.5,527.684755408833,1061.53815796983,-0.712513213823887
10,527.745268851403,1061.48685049456,-0.712513213823887
10.5,527.804782293973,1061.43454301929,-0.712513213823887
11,527.864295736543,1061.38323554402,-0.712513213823887
