time,x,y,yaw
0,494.909,1069.416,2.45169890737467
0.5,494.90745737271,1069.41727291046,2.45169890737467
1,494.931914745419,1069.39654582092,2.45169890737467
1.5,494.957372118129,1069.37581873138,2.45169890737467
2,494.928829490839,1069.39909164185,2.45169890737467
2.5,494.927286863549,1069.40036455231,2.45169890737467
3,494.952744236258,1069.37963746277,2.45169890737467
3.5,494.978201608968,1069.35891037323,2.45169890737467
4,494.976658981678,1069.36018328369,2.45169890737467
4.5,494.975116354388,1069.36145619415,2.45169890737467
5,494.973573727097,1069.36272910462,2.45169890737467
5.5,494.972031099807,1069.36400201508,2.45169890737467
6,494.970488472517,1069.36527492554,2.45169890737467
6.5,494.968945845227,1069.366547836,2.45169890737467
7,494.967403217936,1069.36782074646,2.45169890737467
7.5,494.965860590646,1069.36909365692,2.45169890737467
