time,x,y,yaw
0,480.585,1097.675,-0.695548613491316
0.5,481.107535404524,1097.24371838658,-0.695548613491316
1,481.629070809049,1096.81243677317,-0.695548613491316
1.5,482.151606213573,1096.38015515975,-0.695548613491316
2,482.676141618097,1095.94687354634,-0.695548613491316
2.5,483.201677022621,1095.51259193292,-0.695548613491316
3,483.727212427146,1095.07331031951,-0.695548613491316
3.5,484.25274783167,1094.63302870609,-0.695548613491316
4,484.772193296126,1094.19864029298,-0.704275259751288
4.5,485.291615230929,1093.76422606749,-0.713001906011259
5,485.808128034365,1093.33291785277,-0.713001906011259
5.5,486.324640837801,1092.90060963804,-0.713001906011259
6,486.838244664123,1092.471407302,-0.707184141837944
6.5,487.351862991952,1092.04222318413,-0.70136637766463
7,487.86549566334,1091.61305741218,-0.695548613491315
7.5,488.356918836868,1091.17464213554,-0.70136637766463
8,488.847326218831,1090.736209736,-0.707184141837945
8.5,489.33871765842,1090.2977603497,-0.713001906011259
9,489.799230461857,1089.92445213498,-0.713001906011259
9.5,490.259743265293,1089.55114392026,-0.713001906011259
10,490.805004250048,1089.12972676358,-0.683913085144687
10.5,491.36231250861,1088.72442116558,-0.654824264278115
11,491.931663434149,1088.33522948459,-0.625735443411544
11.5,492.491440609117,1087.93327546466,-0.619917679238229
12,493.050230036527,1087.53134129009,-0.614099915064915
12.5,493.610031545391,1087.1284270708,-0.608282150891601
13,494.144779104798,1086.75773446712,-0.669368674711401
13.5,494.656223021422,1086.35497072652,-0.730455198531202
14,495.197832054761,1085.86567581307,-0.75372625522446
14.5,495.721355279406,1085.35933378718,-0.776997311917717
15,496.244790850104,1084.85194741764,-0.800268368610975
15.5,496.769183878441,1084.34651233157,-0.800268368610975
16,497.292576906778,1083.84107724549,-0.800268368610975
16.5,497.786789441953,1083.38345165823,-0.782815076091032
17,498.32025335889,1082.93318952172,-0.739181844791174
17.5,498.871739158349,1082.50614353046,-0.695548613491316
18,499.411460923714,1082.06490426996,-0.713001906011259
18.5,499.939973727151,1081.63459605523,-0.713001906011259
19,500.468486530587,1081.20428784051,-0.713001906011259
19.5,500.990999334024,1080.77897962579,-0.713001906011259
