time,x,y,yaw
0,491.737,1116.23,-0.429124103095395
0.5,492.289846594774,1115.98823182831,-0.394217518055508
1,492.84752893485,1115.75611675312,-0.490210626915195
1.5,493.378998280679,1115.47068078469,-0.586203735774883
2,493.859381766175,1115.14117578395,-0.647290259594683
2.5,494.318594189438,1114.78249398073,-0.708376783414484
3,494.771975384537,1114.36903492169,-0.725830075934427
3.5,495.231471281959,1113.95170740864,-0.725830075934427
4,495.715780010344,1113.51017265701,-0.74328336845437
4.5,496.201037909626,1113.0685898061,-0.760736660974313
5,496.676120645396,1112.64283640675,-0.786916599754228
5.5,497.13911955165,1112.20401878735,-0.813096538534143
6,497.584747141325,1111.7020653275,-0.90908964739383
6.5,497.978936477183,1111.15905063546,-1.00508275625352
7,498.25675083957,1110.70860913263,-1.05744263381335
7.5,498.510345151951,1110.24413167442,-1.10980251137318
8,498.710980170315,1109.789722898,-1.08362257259326
8.5,498.923697448049,1109.34038251819,-1.05744263381335
9,499.138561137831,1108.86577812238,-0.996356109993545
9.5,499.381556856848,1108.4054191529,-0.935269586173745
10,499.74793170688,1107.81254435063,-0.865456416093972
10.5,500.155392668114,1107.24699881567,-0.7956432460142
11,500.552908945396,1106.77896103743,-0.690923490894541
11.5,500.996320151874,1106.35555268265,-0.586203735774883
12,501.558519776295,1105.86806229156,-0.673470198374598
12.5,502.075216415629,1105.33252723917,-0.760736660974313
13,502.638219562909,1104.85132528227,-0.51639056569511
13.5,503.106551524469,1104.57801202028,-0.359310933015621
14,503.778423803153,1104.43830876177,-0.359310933015621
14.5,504.501272080644,1104.37783982649,-0.158598069036273
15,505.220946798186,1104.46352614079,0.0421147949430751
15.5,505.82216517488,1104.46014008786,0.164287842582678
16,506.398391992869,1104.61808378311,0.286460890222282
16.5,507.150621088334,1104.87284704526,0.321367475262168
17,507.907518697071,1105.1124787739,0.321367475262168
