time,x,y,yaw
0,478.141,1127.252,2.42743883055836
0.5,477.725477330685,1127.57929671823,2.43616547681833
1,477.309932145613,1127.90756676245,2.4448921230783
1.5,476.889398218419,1128.23485014367,2.4448921230783
2,476.457864291226,1128.57113352489,2.4448921230783
2.5,476.026330364032,1128.90741690612,2.4448921230783
3,475.630796436838,1129.24270028734,2.4448921230783
3.5,475.234262509645,1129.57698366856,2.4448921230783
4,474.837728582451,1129.91126704979,2.4448921230783
4.5,474.389194655257,1130.28755043101,2.4448921230783
5,473.940660728064,1130.66283381223,2.4448921230783
5.5,473.473882991742,1130.96082056541,2.46234541559825
6,473.007066614495,1131.25774879362,2.47979870811819
6.5,472.59048883237,1131.56197785976,2.47979870811819
7,472.173911050245,1131.86620692589,2.47979870811819
7.5,471.719015120251,1132.12002014271,2.49725200063813
8,471.211416128268,1132.43122148556,2.49725200063813
8.5,470.702817136285,1132.74242282841,2.49725200063813
9,470.162599921743,1133.08712319043,2.47979870811819
9.5,469.622434258464,1133.43187188571,2.46234541559825
10,469.122706839677,1133.79323803881,2.39253224551847
10.5,468.626504062426,1134.16578499445,2.41871218429839
11,468.12025360174,1134.52523438692,2.4448921230783
11.5,467.591465706637,1134.91995076758,2.48852535437816
12,467.045641339649,1135.29147536816,2.53215858567802
