time,x,y,yaw
0,510.599,1121.055,-2.09685601668499
0.5,510.597995740604,1121.05327041535,-2.09685601668499
1,510.621991481208,1121.0955408307,-2.09685601668499
1.5,510.646987221811,1121.13781124605,-2.09685601668499
2,510.630982962415,1121.1450816614,-2.09685601668499
2.5,510.614978703019,1121.15135207674,-2.09685601668499
3,510.613974443623,1121.14962249209,-2.09685601668499
3.5,510.612970184226,1121.14789290744,-2.09685601668499
4,510.61196592483,1121.14616332279,-2.09685601668499
4.5,510.610961665434,1121.14443373814,-2.09685601668499
5,510.609957406038,1121.14270415349,-2.09685601668499
5.5,510.608953146641,1121.14097456884,-2.09685601668499
6,510.624948887245,1121.16824498419,-2.09685601668499
6.5,510.623944627849,1121.16651539954,-2.09685601668499
