time,x,y,yaw
0,424.549,1147.391,-0.483892535117074
0.5,428.423753873086,1145.31903878764,-0.501345827637017
1,432.260501014288,1143.22006534268,-0.504836486141006
1.5,436.000291527586,1141.20317161958,-0.490873852125051
2,439.542042163278,1139.33920422124,-0.49436451062904
2.5,442.770786088292,1137.60722457829,-0.497855169133029
3,445.501523238518,1136.12423272585,-0.501345827637017
3.5,448.12314567935,1134.70603706433,-0.520544449408955
4,450.337579856514,1133.38753906051,-0.557196363700835
4.5,452.307829821439,1132.08679821603,-0.602574924252687
5,454.167154654432,1130.78820902293,-0.630500192284596
5.5,455.802860234298,1129.56515429913,-0.623518875276619
6,457.272186142391,1128.48458154169,-0.644462826300551
6.5,458.000730336998,1127.96230754551,-0.647953484804539
7,459.245166705084,1127.01689335843,-0.657261907481842
7.5,459.899898535349,1126.53686550226,-0.649117037639202
8,460.387310612117,1126.14242008901,-0.658425460316505
8.5,460.580132761026,1125.9665106545,-0.646789931969876
9,460.606602106249,1125.95513862955,-0.652607696143191
9.5,460.633056351889,1125.9437488557,-0.658425460316505
10,460.628780118055,1126.00370958838,-0.652607696143191
10.5,460.548516940091,1125.96468963203,-0.646789931969876
11,460.543802091661,1126.02407762239,-0.658425460316505
11.5,460.475384004918,1126.04985387796,-0.658425460316505
12,460.193965918175,1126.28063013352,-0.658425460316505
12.5,460.352547831432,1126.16940638908,-0.658425460316505
13,460.40612974469,1126.10218264465,-0.658425460316505
13.5,460.479711657947,1126.05895890021,-0.658425460316505
14,460.552293571204,1126.01473515577,-0.658425460316505
14.5,460.555875484462,1125.99951141134,-0.658425460316505
15,460.568457397719,1125.9962876669,-0.658425460316505
15.5,460.581039310976,1125.99206392246,-0.658425460316505
16,460.635848188888,1125.92513534142,-0.652607696143191
16.5,460.653967313309,1125.96131341318,-0.66424322448982
17,460.658785050748,1125.93239268915,-0.658425460316505
17.5,460.642366964005,1125.92616894472,-0.658425460316505
18,460.662948877263,1125.92994520028,-0.658425460316505
18.5,460.66253079052,1125.92972145584,-0.658425460316505
