time,x,y,yaw
0,497.692,1073.142,-0.689893746215127
0.5,497.69354262729,1073.14072708954,-0.689893746215127
1,497.670085254581,1073.15945417908,-0.689893746215127
1.5,497.647627881871,1073.17818126862,-0.689893746215127
2,497.649170509161,1073.17690835815,-0.689893746215127
2.5,497.650713136451,1073.17563544769,-0.689893746215127
3,497.652255763742,1073.17436253723,-0.689893746215127
3.5,497.641798391032,1073.18308962677,-0.689893746215127
4,497.631341018322,1073.19181671631,-0.689893746215127
4.5,497.656883645612,1073.17054380585,-0.689893746215127
5,497.658426272903,1073.16927089538,-0.689893746215127
5.5,497.623968900193,1073.19799798492,-0.689893746215127
6,497.588511527483,1073.22672507446,-0.689893746215127
6.5,497.590054154773,1073.225452164,-0.689893746215127
7,497.640596782064,1073.18417925354,-0.689893746215127
7.5,497.642139409354,1073.18290634308,-0.689893746215127
8,497.643682036644,1073.18163343261,-0.689893746215127
8.5,497.718224663934,1073.12036052215,-0.689893746215127
9,497.719767291225,1073.11908761169,-0.689893746215127
9.5,497.721309918515,1073.11781470123,-0.689893746215127
10,497.722852545805,1073.11654179077,-0.689893746215127
10.5,497.724395173095,1073.11526888031,-0.689893746215127
