time,x,y,yaw
0,460.03,1139.941,2.68415931002076
0.5,459.428197982217,1140.27386760124,2.69288595628073
1,458.82638095936,1140.60670368566,2.7016126025407
1.5,458.164506403334,1140.89041254962,2.72779254132062
2,457.494593510221,1141.15702388974,2.75397248010053
2.5,456.829775225399,1141.43286050949,2.74524583384056
3,456.163971118628,1141.70772903539,2.73651918758059
3.5,455.563385875523,1142.03407320868,2.69288595628073
4,454.97690033259,1142.3865630271,2.64925272498087
4.5,454.395781839958,1142.71880841116,2.69288595628073
5,453.801618531046,1143.02488172564,2.73651918758059
5.5,453.19749012631,1143.30595896232,2.77142577262047
6,452.578625592339,1143.58668250435,2.77142577262047
6.5,451.966928908219,1143.86582764165,2.75397248010053
7,451.371077285775,1144.13758361409,2.75397248010053
7.5,450.77422566333,1144.40933958652,2.75397248010053
