time,x,y,yaw
0,472.815,1127.973,-2.70861137284106
0.5,472.578199484014,1127.90412928639,-2.69115808032111
1,472.309286264139,1127.89951401011,-2.76097125040089
1.5,472.177811263574,1127.83898719163,-2.61552714606803
2,472.230736933398,1127.89902265164,-2.47008304173517
2.5,471.947155546839,1127.66470935799,-2.32463893740231
3,471.829309247643,1127.62878846765,-2.26646129566917
3.5,471.714667505843,1127.58574968707,-2.20828365393602
4,471.602240857858,1127.53661054785,-2.15010601220288
4.5,471.642410353838,1127.54076718389,-2.13265271968293
5,471.68264184854,1127.54589126836,-2.11519942716299
5.5,471.721936216142,1127.54998440938,-2.09774613464305
6,471.737512770635,1127.51714818285,-2.16755930472282
6.5,471.75092423476,1127.48256547598,-2.23737247480259
7,471.588863089961,1127.32011768949,-2.18501259724276
7.5,471.282140963294,1126.88618522857,-2.16755930472282
8,470.976481715716,1126.4522210957,-2.15010601220288
8.5,470.560893091733,1125.86287659237,-2.16755930472282
9,470.146252544236,1125.27257988648,-2.18501259724276
9.5,469.776561266417,1124.7483323748,-2.20246588976271
10,469.408380280439,1124.22271828927,-2.20246588976271
10.5,469.024397348611,1123.62825931999,-2.16755930472282
11,468.661558642716,1123.0217642273,-2.13265271968293
11.5,468.334622952818,1122.45826890802,-2.05411290334319
12,468.040568658409,1121.87756544831,-2.01047967204333
12.5,467.80056326081,1121.25677888603,-1.90575991692367
13,467.634630117408,1120.61132337865,-1.87085333188379
13.5,467.505760710733,1119.95264810204,-1.81849345432396
14,467.380090950133,1119.23588366185,-1.74868028424419
14.5,467.242737055495,1118.4739152212,-1.74868028424419
15,467.114383160857,1117.71794678056,-1.74868028424419
15.5,466.986029266219,1116.96197833991,-1.74868028424419
16,466.870208414227,1116.20326258921,-1.66141382164447
16.5,466.868627013613,1115.45301428254,-1.5916006515647
17,466.887958921913,1114.7000067616,-1.55669406652481
17.5,466.946208522129,1113.93003484846,-1.53924077400487
