time,x,y,yaw
0,509.628,1101.166,2.54366030521547
0.5,508.980346997332,1101.59612586952,2.54366030521547
1,508.322668018873,1102.02521312037,2.5552958335621
1.5,507.663963741266,1102.45426130311,2.56693136190872
2,507.006234848069,1102.88226997885,2.57856689025535
2.5,506.338497304429,1103.3112634749,2.58729353651532
3,505.670742035543,1103.73922689049,2.5960201827753
3.5,504.980360647334,1104.12977981166,2.55238695147544
4,504.308098372614,1104.55046298107,2.50875372017558
4.5,503.66148566919,1105.00264585371,2.50875372017558
5,503.015872965767,1105.45482872634,2.50875372017558
