time,x,y,yaw
0,472.807,1135.622,0.987402571022676
0.5,472.802101719051,1135.61466919595,0.987402571022676
1,472.903203438101,1135.76833839191,0.987402571022676
1.5,472.892305157152,1135.79000758786,0.987402571022676
2,472.875406876203,1135.84267678382,0.987402571022676
2.5,472.968508595253,1135.78334597977,0.987402571022676
3,473.035610314304,1135.74201517572,0.987402571022676
3.5,473.071712033355,1135.71968437168,0.987402571022676
4,473.031813752405,1135.65935356763,0.987402571022676
4.5,472.991915471456,1135.59902276359,0.987402571022676
5,473.017017190507,1135.63569195954,0.987402571022676
5.5,473.044118909557,1135.6203611555,0.987402571022676
6,473.072220628608,1135.60403035145,0.987402571022676
6.5,473.073322347659,1135.6056995474,0.987402571022676
7,473.074424066709,1135.60736874336,0.987402571022676
7.5,473.07852578576,1135.58203793931,0.987402571022676
8,473.083627504811,1135.55670713527,0.987402571022676
8.5,473.125729223861,1135.53137633122,0.987402571022676
9,473.126830942912,1135.53304552717,0.987402571022676
9.5,473.105932661963,1135.56571472313,0.987402571022676
10,473.056034381013,1135.56738391908,0.987402571022676
10.5,472.994136100064,1135.65305311504,0.987402571022676
11,472.999237819115,1135.68572231099,0.987402571022676
11.5,473.022339538166,1135.58039150695,0.987402571022676
12,473.018441257216,1135.6390607029,0.987402571022676
12.5,473.026542976267,1135.70872989885,0.987402571022676
13,473.029644695318,1135.77039909481,0.987402571022676
13.5,473.040746414368,1135.84506829076,0.987402571022676
14,473.050848133419,1135.91973748672,0.987402571022676
14.5,473.02394985247,1136.01240668267,0.987402571022676
15,472.99705157152,1136.10607587862,0.987402571022676
