time,x,y,yaw
0,481.863,1134.013,1.37266655015194
0.5,481.863393672082,1134.01496087284,1.37266655015194
1,481.870787344164,1133.98792174568,1.37266655015194
1.5,481.877181016246,1133.96088261852,1.37266655015194
2,481.891574688328,1133.97484349136,1.37266655015194
2.5,481.90596836041,1133.9888043642,1.37266655015194
3,481.917176980148,1133.97657181045,1.30285338007217
3.5,481.899436929164,1134.03890115504,1.17195368617259
4,481.891084976141,1134.10180699681,1.04105399227302
4.5,481.874920781789,1134.11730861716,0.918880944633417
5,481.872409820337,1134.12168427108,0.901427652113473
5.5,481.836650802371,1134.07725269818,0.901427652113473
6,481.858891784405,1134.07682112529,0.901427652113473
6.5,481.869486156095,1134.07910489137,0.88397435959353
7,481.891499130208,1134.09401861512,0.849067774553643
7.5,481.892820496652,1134.09551994477,0.849067774553643
8,481.894557872131,1134.09664863948,0.8316144820337
8.5,481.895905239139,1134.09812667945,0.8316144820337
9,481.897252606148,1134.09960471941,0.8316144820337
9.5,481.898599973156,1134.10108275938,0.8316144820337
