time,x,y,yaw
0,462.807,1113.951,-0.774245509357464
0.5,463.30742989752,1113.4386016463,-0.774245509357464
1,463.77585979504,1112.93620329259,-0.774245509357464
1.5,464.244289692559,1112.43480493889,-0.774245509357464
2,464.715911313221,1111.92960960335,-0.739338924317578
2.5,465.193447659531,1111.41032674236,-0.730612278057606
3,465.670006732439,1110.89007038647,-0.721885631797635
3.5,466.237977625088,1110.3983114013,-0.669525754237805
4,466.831048350578,1109.93774038083,-0.617165876677976
4.5,467.449947051282,1109.51297075985,-0.590985937898061
5,468.078893849113,1109.1052949609,-0.564805999118147
5.5,468.701374892146,1108.68490192831,-0.58225929163809
6,469.322811948832,1108.26545427435,-0.599712584158033
6.5,469.910665524468,1107.91622229109,-0.652072461717862
7,470.480335420187,1107.53786716113,-0.704432339277691
7.5,470.904342978591,1107.13998022708,-0.730612278057606
8,471.318265350027,1106.73102903079,-0.756792216837521
8.5,471.756514779567,1106.23444101906,-0.765518863097492
9,472.194738155356,1105.73782963332,-0.774245509357464
