time,x,y,yaw
0,463.35,1115.018,2.47524339846269
0.5,462.597406497077,1115.59120861426,2.49269669098263
1,461.963771293095,1116.05836123945,2.51014998350257
1.5,461.3074158047,1116.60187106619,2.4403368134228
2,460.70146073867,1117.11677205197,2.33561705830314
2.5,460.233331943433,1117.66545231653,2.30071047326325
3,459.658313879285,1118.16508371834,2.51014998350257
3.5,459.030440915639,1118.59289858017,2.5421476864558
4,458.275480413793,1119.08596292935,2.46942563428937
4.5,457.654452186948,1119.64985144555,2.42288352090286
5,457.070946874387,1120.11016827283,2.42288352090286
5.5,456.578441561826,1120.53848510011,2.42288352090286
6,456.022799040997,1121.00064369174,2.43161016716283
6.5,455.425430936703,1121.49611875468,2.42288352090286
7,454.84108730535,1122.00361878628,2.41415687464288
7.5,454.279123415658,1122.49352839637,2.38797693586297
8,453.746914999019,1123.03306923653,2.42288352090286
8.5,453.223409686458,1123.54438606381,2.42288352090286
9,452.55774809879,1124.14963407564,2.38797693586297
9.5,451.903128827042,1124.74948857225,2.47524339846269
10,451.241893748774,1125.35633654566,2.42288352090286
10.5,450.58153643861,1125.95838089949,2.49269669098263
11,450.019412326049,1126.41719729418,2.47524339846269
11.5,449.382869870594,1126.91015425363,2.51014998350257
12,448.731766906388,1127.40065437335,2.52760327602252
12.5,448.020641163689,1127.96851549308,2.51014998350257
