time,x,y,yaw
0,506.645,1112.923,-2.09685601668499
0.5,506.643995740604,1112.92127041535,-2.09685601668499
1,506.642991481208,1112.9195408307,-2.09685601668499
1.5,506.587987221811,1112.82581124605,-2.09685601668499
2,506.586982962415,1112.8240816614,-2.09685601668499
2.5,506.585978703019,1112.82235207674,-2.09685601668499
3,506.584974443623,1112.82062249209,-2.09685601668499
3.5,506.583970184226,1112.81889290744,-2.09685601668499
4,506.60596592483,1112.80316332279,-2.09685601668499
4.5,506.639961665434,1112.78143373814,-2.09685601668499
5,506.673957406038,1112.75970415349,-2.09685601668499
5.5,506.706953146641,1112.73797456884,-2.09685601668499
6,506.740948887245,1112.71524498419,-2.09685601668499
6.5,506.739944627849,1112.71351539954,-2.09685601668499
7,506.745940368453,1112.72378581489,-2.09685601668499
7.5,506.751936109056,1112.73405623023,-2.09685601668499
8,506.73693184966,1112.70832664558,-2.09685601668499
8.5,506.722927590264,1112.68359706093,-2.09685601668499
9,506.707923330868,1112.65886747628,-2.09685601668499
9.5,506.713919071471,1112.66913789163,-2.09685601668499
10,506.719914812075,1112.67840830698,-2.09685601668499
10.5,506.694910552679,1112.69067872233,-2.09685601668499
11,506.693906293283,1112.68894913768,-2.09685601668499
11.5,506.692902033887,1112.68721955303,-2.09685601668499
