time,x,y,yaw
0,545.035,1046.45,-0.712513213823887
0.5,545.03651344257,1046.44869252473,-0.712513213823887
1,545.03802688514,1046.44738504946,-0.712513213823887
1.5,545.03954032771,1046.44607757418,-0.712513213823887
2,545.041053770281,1046.44477009891,-0.712513213823887
2.5,545.042567212851,1046.44346262364,-0.712513213823887
3,545.044080655421,1046.44215514837,-0.712513213823887
3.5,545.045594097991,1046.4408476731,-0.712513213823887
4,545.047107540561,1046.43954019782,-0.712513213823887
4.5,545.052620983131,1046.43523272255,-0.712513213823887
5,545.057134425702,1046.43092524728,-0.712513213823887
5.5,545.061647868272,1046.42661777201,-0.712513213823887
6,545.067161310842,1046.42231029674,-0.712513213823887
6.5,545.071674753412,1046.41800282146,-0.712513213823887
7,545.077188195982,1046.41369534619,-0.712513213823887
7.5,545.078701638552,1046.41238787092,-0.712513213823887
8,545.080215081122,1046.41108039565,-0.712513213823887
8.5,545.081728523693,1046.40977292038,-0.712513213823887
9,545.083241966263,1046.4084654451,-0.712513213823887
9.5,545.084755408833,1046.40715796983,-0.712513213823887
10,545.086268851403,1046.40585049456,-0.712513213823887
10.5,545.087782293973,1046.40454301929,-0.712513213823887
11,545.089295736543,1046.40323554402,-0.712513213823887
11.5,545.090809179113,1046.40192806874,-0.712513213823887
12,545.112322621684,1046.38362059347,-0.712513213823887
12.5,545.133836064254,1046.3653131182,-0.712513213823887
13,545.136349506824,1046.34500564293,-0.712513213823887
13.5,545.139862949394,1046.32469816766,-0.712513213823887
